Launch Point, Capturing point, Data Path Delay, Number of cominational cells in data path
cpu_state_reg[0]/clk,cpuregs_reg[26][4]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][3]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][2]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][1]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][0]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][16]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][13]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][12]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][11]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][10]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][9]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][8]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][7]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][6]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][5]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][4]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][3]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][2]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][1]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[25][0]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][16]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][13]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][12]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][11]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][10]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][9]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][8]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][7]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][6]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][5]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][4]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][3]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][2]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][1]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[24][0]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][16]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][13]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][12]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][11]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][10]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][9]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][8]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][7]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][6]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][5]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][4]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][3]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][2]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][1]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[23][0]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][16]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][13]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][12]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][11]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][10]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][9]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][8]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][7]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][6]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][5]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][4]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][3]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][2]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][1]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[22][0]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[21][16]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[21][13]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[21][12]/d,391,8
391,
