Launch Point, Capturing point, Data Path Delay, Number of cominational cells in data path
reg_pc_reg[6]/clk,cpuregs_reg[7][18]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[6][29]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[6][25]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[6][21]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[6][18]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[5][29]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[5][25]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[5][21]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[5][18]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[4][29]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[4][25]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[4][21]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[4][18]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[3][29]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[3][25]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[3][21]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[3][18]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[2][29]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[2][25]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[2][21]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[2][18]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[1][29]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[1][25]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[1][21]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[1][18]/d,425,13
count_cycle_reg[0]/clk,count_cycle_reg[16]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[31][15]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[30][15]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[29][15]/d,425,13
reg_pc_reg[6]/clk,cpuregs_reg[28][15]/d,372,13
reg_pc_reg[6]/clk,cpuregs_reg[27][15]/d,417,13
reg_pc_reg[6]/clk,cpuregs_reg[26][15]/d,416,13
reg_pc_reg[6]/clk,cpuregs_reg[25][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[24][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[23][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[22][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[21][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[20][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[19][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[18][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[17][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[16][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[15][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[14][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[13][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[12][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[11][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[10][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[9][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[8][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[7][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[6][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[5][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[4][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[3][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[2][15]/d,380,13
reg_pc_reg[6]/clk,cpuregs_reg[1][15]/d,380,13
count_cycle_reg[0]/clk,count_cycle_reg[15]/d,380,13
instr_sub_reg/clk,alu_out_q_reg[3]/d,380,13
decoded_imm_reg[1]/clk,reg_out_reg[7]/d,380,13
count_instr_reg[0]/clk,count_instr_reg[20]/d,380,12
count_instr_reg[0]/clk,count_instr_reg[17]/d,380,12
instr_sub_reg/clk,mem_do_rinst_reg/sena,380,12
latched_branch_reg/clk,reg_next_pc_reg[4]/d,380,12
reg_pc_reg[6]/clk,cpuregs_reg[31][28]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[31][24]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[31][20]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[31][17]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[30][28]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[30][24]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[30][20]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[30][17]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[29][28]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[29][24]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[29][20]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[29][17]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[28][28]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[28][24]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[28][20]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[28][17]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[27][28]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[27][24]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[27][20]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[27][17]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[26][28]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[26][24]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[26][20]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[26][17]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[25][28]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[25][24]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[25][20]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[25][17]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[24][28]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[24][24]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[24][20]/d,413,12
reg_pc_reg[6]/clk,cpuregs_reg[24][17]/d,410,12
reg_pc_reg[6]/clk,cpuregs_reg[23][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[23][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[23][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[23][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[22][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[22][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[22][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[22][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[21][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[21][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[21][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[21][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[20][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[20][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[20][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[20][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[19][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[19][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[19][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[19][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[18][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[18][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[18][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[18][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[17][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[17][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[17][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[17][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[16][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[16][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[16][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[16][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[15][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[15][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[15][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[15][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[14][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[14][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[14][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[14][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[13][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[13][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[13][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[13][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[12][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[12][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[12][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[12][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[11][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[11][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[11][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[11][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[10][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[10][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[10][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[10][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[9][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[9][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[9][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[9][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[8][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[8][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[8][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[8][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[7][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[7][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[7][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[7][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[6][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[6][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[6][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[6][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[5][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[5][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[5][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[5][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[4][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[4][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[4][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[4][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[3][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[3][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[3][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[3][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[2][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[2][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[2][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[2][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[1][28]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[1][24]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[1][20]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[1][17]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[31][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[30][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[29][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[28][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[27][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[26][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[25][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[24][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[23][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[22][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[21][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[20][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[19][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[18][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[17][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[16][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[15][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[14][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[13][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[12][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[11][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[10][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[9][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[8][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[7][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[6][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[5][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[4][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[3][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[2][14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[1][14]/d,402,12
count_cycle_reg[0]/clk,count_cycle_reg[14]/d,402,12
reg_pc_reg[6]/clk,cpuregs_reg[10][11]/d,353,12
reg_pc_reg[6]/clk,cpuregs_reg[8][11]/d,398,12
reg_pc_reg[6]/clk,cpuregs_reg[2][11]/d,395,12
count_instr_reg[0]/clk,count_instr_reg[16]/d,394,11
count_instr_reg[0]/clk,count_instr_reg[15]/d,394,11
cpu_state_reg[0]/clk,cpu_state_reg[7]/d,394,11
cpu_state_reg[0]/clk,cpu_state_reg[6]/d,394,11
cpu_state_reg[0]/clk,cpu_state_reg[3]/d,394,11
cpu_state_reg[0]/clk,cpu_state_reg[2]/d,394,11
cpu_state_reg[0]/clk,cpu_state_reg[1]/d,394,11
cpu_state_reg[0]/clk,cpu_state_reg[0]/d,394,11
count_cycle_reg[0]/clk,count_cycle_reg[13]/d,394,11
instr_sub_reg/clk,alu_out_q_reg[2]/d,394,11
decoded_imm_j_reg[4]/clk,reg_sh_reg[4]/d,394,11
decoded_imm_j_reg[4]/clk,reg_sh_reg[3]/d,394,11
decoded_imm_j_reg[4]/clk,reg_sh_reg[2]/d,394,11
decoded_imm_j_reg[4]/clk,reg_sh_reg[1]/d,394,11
decoded_imm_j_reg[4]/clk,reg_sh_reg[0]/d,394,11
decoded_imm_j_reg[4]/clk,reg_op2_reg[4]/d,394,11
decoded_imm_j_reg[4]/clk,reg_op2_reg[3]/d,394,11
decoded_imm_j_reg[4]/clk,reg_op2_reg[2]/d,394,11
decoded_imm_j_reg[4]/clk,reg_op2_reg[1]/d,394,11
decoded_imm_j_reg[4]/clk,reg_op2_reg[0]/d,394,11
decoded_imm_reg[1]/clk,reg_out_reg[6]/d,394,11
decoded_imm_reg[1]/clk,reg_out_reg[5]/d,394,11
mem_do_wdata_reg/clk,mem_state_reg[0]/d,394,11
count_instr_reg[0]/clk,count_instr_reg[14]/d,394,10
latched_branch_reg/clk,reg_next_pc_reg[3]/d,394,10
cpu_state_reg[5]/clk,reg_op2_reg[31]/d,394,10
cpu_state_reg[5]/clk,reg_op2_reg[30]/d,394,10
cpu_state_reg[5]/clk,reg_op2_reg[29]/d,394,10
cpu_state_reg[5]/clk,reg_op2_reg[28]/d,394,10
cpu_state_reg[5]/clk,reg_op2_reg[27]/d,394,10
cpu_state_reg[5]/clk,reg_op2_reg[26]/d,394,10
cpu_state_reg[5]/clk,reg_op2_reg[25]/d,393,10
cpu_state_reg[5]/clk,reg_op2_reg[24]/d,393,10
cpu_state_reg[5]/clk,reg_op2_reg[23]/d,393,10
cpu_state_reg[5]/clk,reg_op2_reg[22]/d,393,10
cpu_state_reg[5]/clk,reg_op2_reg[21]/d,393,10
cpu_state_reg[5]/clk,reg_op2_reg[20]/d,393,10
cpu_state_reg[5]/clk,reg_op2_reg[19]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[18]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[17]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[16]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[15]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[14]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[13]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[12]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[11]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[10]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[9]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[8]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[7]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[6]/d,391,10
cpu_state_reg[5]/clk,reg_op2_reg[5]/d,391,10
count_cycle_reg[0]/clk,count_cycle_reg[12]/d,391,10
count_cycle_reg[0]/clk,count_cycle_reg[11]/d,391,10
mem_do_wdata_reg/clk,mem_state_reg[1]/d,391,10
mem_valid_reg/clk,reg_op1_reg[31]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[30]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[29]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[28]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[27]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[26]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[25]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[24]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[23]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[22]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[21]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[20]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[19]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[18]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[17]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[16]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[15]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[14]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[13]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[12]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[11]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[10]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[9]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[8]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[7]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[6]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[5]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[4]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[3]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[2]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[1]/sena,391,9
mem_valid_reg/clk,reg_op1_reg[0]/sena,391,9
count_instr_reg[0]/clk,count_instr_reg[13]/d,391,9
count_instr_reg[0]/clk,count_instr_reg[11]/d,391,9
mem_valid_reg/clk,mem_wordsize_reg[1]/sena,391,9
mem_valid_reg/clk,mem_wordsize_reg[0]/sena,391,9
latched_branch_reg/clk,reg_next_pc_reg[2]/d,391,9
cpu_state_reg[0]/clk,cpu_state_reg[5]/d,391,9
instr_sub_reg/clk,alu_out_q_reg[1]/d,391,9
reg_op1_reg[1]/clk,reg_out_reg[4]/d,391,9
reg_op1_reg[1]/clk,reg_out_reg[3]/d,391,9
count_cycle_reg[0]/clk,count_cycle_reg[10]/d,391,9
reg_op1_reg[1]/clk,reg_out_reg[2]/d,391,9
count_cycle_reg[0]/clk,count_cycle_reg[9]/d,391,9
cpu_state_reg[0]/clk,cpuregs_reg[31][16]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][13]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][12]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][11]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][10]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][9]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][8]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][7]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][6]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][5]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][4]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][3]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][2]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][1]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[31][0]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][16]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][13]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][12]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][11]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][10]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][9]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][8]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][7]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][6]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][5]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][4]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][3]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][2]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][1]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[30][0]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][16]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][13]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][12]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][11]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][10]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][9]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][8]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][7]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][6]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][5]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][4]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][3]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][2]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][1]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[29][0]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][16]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][13]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][12]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][11]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][10]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][9]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][8]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][7]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][6]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][5]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][4]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][3]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][2]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][1]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[28][0]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][16]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][13]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][12]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][11]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][10]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][9]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][8]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][7]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][6]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][5]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][4]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][3]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][2]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][1]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[27][0]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][16]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][13]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][12]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][11]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][10]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][9]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][8]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][7]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][6]/d,391,8
cpu_state_reg[0]/clk,cpuregs_reg[26][5]/d,391,8
