Launch Point, Capturing point, Data Path Delay, Number of cominational cells in data path
mem_valid_reg/CK,mem_rdata_q_reg[8]/SE,0.288,5
reg_pc_reg[12]/CK,cpuregs_reg[13][29]/D,0.423,13
decoder_trigger_reg/CK,decoded_imm_reg[24]/D,0.333,8
cpu_state_reg[0]/CK,cpuregs_reg[9][30]/D,0.403,11
decoder_trigger_reg/CK,instr_xori_reg/D,0.336,5
cpu_state_reg[0]/CK,cpuregs_reg[10][8]/D,0.405,13
reg_pc_reg[12]/CK,cpuregs_reg[12][27]/D,0.399,11
count_cycle_reg[18]/CK,count_cycle_reg[26]/D,0.34,8
mem_valid_reg/CK,mem_rdata_q_reg[26]/D,0.351,6
mem_do_rinst_reg/CK,mem_state_reg[0]/D,0.344,11
mem_do_wdata_reg/CK,mem_wdata_reg[9]/D,0.334,9
reg_pc_reg[7]/CK,cpuregs_reg[11][13]/D,0.403,11
mem_valid_reg/CK,mem_rdata_q_reg[21]/SE,0.288,5
mem_wordsize_reg[0]/CK,mem_wdata_reg[18]/D,0.342,6
mem_valid_reg/CK,mem_rdata_q_reg[25]/D,0.351,6
decoder_trigger_reg/CK,instr_sra_reg/D,0.337,5
mem_wordsize_reg[0]/CK,mem_wdata_reg[16]/D,0.342,6
reg_pc_reg[12]/CK,cpuregs_reg[1][29]/D,0.428,14
mem_valid_reg/CK,mem_rdata_q_reg[7]/SE,0.288,5
decoder_trigger_reg/CK,decoded_imm_reg[26]/D,0.332,8
cpu_state_reg[6]/CK,cpuregs_reg[1][9]/SE,0.348,10
reg_pc_reg[12]/CK,cpuregs_reg[5][29]/D,0.428,14
reg_pc_reg[12]/CK,cpuregs_reg[17][26]/D,0.398,12
reg_pc_reg[12]/CK,cpuregs_reg[19][29]/D,0.433,14
decoder_trigger_reg/CK,instr_sub_reg/D,0.336,5
reg_pc_reg[12]/CK,cpuregs_reg[18][28]/D,0.399,12
reg_pc_reg[12]/CK,cpuregs_reg[22][29]/D,0.433,14
reg_pc_reg[12]/CK,cpuregs_reg[17][30]/D,0.397,13
decoder_trigger_reg/CK,instr_bge_reg/D,0.334,5
cpu_state_reg[0]/CK,cpuregs_reg[11][16]/D,0.403,13
cpu_state_reg[6]/CK,cpuregs_reg[1][15]/SE,0.348,10
reg_pc_reg[12]/CK,cpuregs_reg[12][29]/D,0.427,14
reg_pc_reg[12]/CK,cpuregs_reg[8][30]/D,0.396,13
reg_pc_reg[12]/CK,cpuregs_reg[12][30]/D,0.396,13
reg_pc_reg[12]/CK,cpuregs_reg[16][24]/D,0.353,11
reg_pc_reg[12]/CK,cpuregs_reg[1][25]/D,0.396,12
mem_wordsize_reg[0]/CK,mem_wdata_reg[20]/D,0.341,6
cpu_state_reg[0]/CK,cpuregs_reg[9][25]/D,0.402,11
latched_rd_reg[0]/CK,cpuregs_reg[12][16]/SE,0.341,9
decoder_trigger_reg/CK,instr_andi_reg/D,0.334,5
reg_pc_reg[12]/CK,cpuregs_reg[10][27]/D,0.396,12
mem_valid_reg/CK,mem_rdata_q_reg[27]/SE,0.287,5
reg_pc_reg[12]/CK,cpuregs_reg[5][25]/D,0.396,12
reg_pc_reg[12]/CK,cpuregs_reg[9][29]/D,0.422,13
decoder_trigger_reg/CK,decoded_imm_reg[20]/D,0.332,8
reg_pc_reg[12]/CK,cpuregs_reg[8][25]/D,0.396,12
decoder_trigger_reg/CK,instr_ori_reg/D,0.334,5
decoder_trigger_reg/CK,decoded_imm_reg[28]/D,0.333,8
decoder_trigger_reg/CK,decoded_imm_reg[22]/D,0.332,8
cpu_state_reg[6]/CK,reg_pc_reg[8]/D,0.348,7
reg_pc_reg[7]/CK,cpuregs_reg[10][13]/D,0.397,11
decoder_trigger_reg/CK,decoded_imm_reg[31]/D,0.333,8
decoder_trigger_reg/CK,decoded_imm_reg[23]/D,0.331,8
reg_pc_reg[12]/CK,cpuregs_reg[16][26]/D,0.396,12
decoder_trigger_reg/CK,decoded_imm_reg[21]/D,0.331,8
decoder_trigger_reg/CK,decoded_imm_reg[30]/D,0.332,8
cpu_state_reg[6]/CK,reg_pc_reg[11]/D,0.348,7
reg_pc_reg[12]/CK,cpuregs_reg[12][25]/D,0.395,12
cpu_state_reg[0]/CK,cpuregs_reg[10][15]/D,0.404,13
decoder_trigger_reg/CK,decoded_imm_reg[29]/D,0.332,8
reg_pc_reg[12]/CK,cpuregs_reg[7][25]/D,0.398,12
decoder_trigger_reg/CK,instr_bltu_reg/D,0.333,5
mem_do_wdata_reg/CK,mem_wdata_reg[29]/SE,0.28,6
mem_do_wdata_reg/CK,mem_wdata_reg[28]/SE,0.28,6
mem_do_wdata_reg/CK,mem_wdata_reg[27]/SE,0.28,6
mem_do_wdata_reg/CK,mem_wdata_reg[26]/SE,0.28,6
mem_do_wdata_reg/CK,mem_wdata_reg[25]/SE,0.279,6
mem_do_wdata_reg/CK,mem_wdata_reg[24]/SE,0.279,6
mem_wordsize_reg[0]/CK,mem_wdata_reg[19]/D,0.34,6
reg_pc_reg[7]/CK,cpuregs_reg[12][10]/D,0.343,8
reg_pc_reg[12]/CK,cpuregs_reg[16][25]/D,0.396,12
reg_pc_reg[12]/CK,cpuregs_reg[7][31]/D,0.421,13
latched_rd_reg[0]/CK,cpuregs_reg[13][17]/SE,0.373,10
mem_do_wdata_reg/CK,mem_wdata_reg[31]/SE,0.279,6
reg_pc_reg[12]/CK,cpuregs_reg[17][25]/D,0.395,12
mem_do_wdata_reg/CK,mem_wdata_reg[7]/SE,0.279,6
count_cycle_reg[3]/CK,count_cycle_reg[23]/D,0.35,9
cpu_state_reg[6]/CK,reg_pc_reg[10]/D,0.347,7
decoder_trigger_reg/CK,instr_blt_reg/D,0.333,5
cpu_state_reg[6]/CK,cpuregs_reg[1][0]/SE,0.3,9
cpu_state_reg[6]/CK,cpuregs_reg[1][3]/SE,0.301,9
count_cycle_reg[3]/CK,count_cycle_reg[21]/D,0.35,9
cpu_state_reg[6]/CK,cpuregs_reg[1][10]/SE,0.3,9
mem_rdata_q_reg[26]/CK,instr_srai_reg/SI,0.294,6
reg_pc_reg[12]/CK,cpuregs_reg[2][31]/D,0.416,13
instr_sub_reg/CK,alu_out_q_reg[2]/D,0.337,6
reg_pc_reg[12]/CK,cpuregs_reg[14][25]/D,0.397,12
instr_jal_reg/CK,decoded_imm_reg[19]/D,0.35,6
count_cycle_reg[3]/CK,count_cycle_reg[22]/D,0.35,9
cpu_state_reg[6]/CK,reg_pc_reg[12]/D,0.346,7
latched_rd_reg[0]/CK,cpuregs_reg[12][23]/SE,0.343,9
reg_pc_reg[12]/CK,cpuregs_reg[12][26]/D,0.396,12
decoder_trigger_reg/CK,decoded_imm_reg[27]/D,0.336,7
reg_pc_reg[12]/CK,cpuregs_reg[14][18]/D,0.394,13
cpu_state_reg[6]/CK,count_instr_reg[4]/D,0.333,9
cpu_state_reg[6]/CK,cpuregs_reg[1][5]/SE,0.301,9
decoder_trigger_reg/CK,instr_bgeu_reg/D,0.334,5
count_cycle_reg[3]/CK,count_cycle_reg[25]/D,0.348,9
mem_do_wdata_reg/CK,mem_wdata_reg[8]/D,0.337,9
cpu_state_reg[6]/CK,cpuregs_reg[1][1]/SE,0.301,9
latched_store_reg/CK,cpuregs_reg[1][0]/D,0.297,8
reg_pc_reg[7]/CK,cpuregs_reg[9][10]/D,0.343,8
cpu_state_reg[3]/CK,latched_rd_reg[4]/SE,0.287,4
cpu_state_reg[3]/CK,latched_rd_reg[1]/SE,0.287,4
cpu_state_reg[6]/CK,count_instr_reg[1]/D,0.332,9
reg_pc_reg[7]/CK,cpuregs_reg[28][15]/D,0.401,11
reg_pc_reg[7]/CK,cpuregs_reg[11][15]/D,0.395,11
cpu_state_reg[6]/CK,count_instr_reg[2]/D,0.332,9
latched_store_reg/CK,cpuregs_reg[17][0]/D,0.298,8
latched_store_reg/CK,cpuregs_reg[16][0]/D,0.298,8
cpu_state_reg[6]/CK,count_instr_reg[3]/D,0.332,9
cpu_state_reg[6]/CK,reg_pc_reg[14]/D,0.345,7
reg_pc_reg[12]/CK,cpuregs_reg[14][27]/D,0.393,12
cpu_state_reg[3]/CK,latched_rd_reg[0]/SE,0.287,4
count_instr_reg[3]/CK,count_instr_reg[17]/D,0.354,9
mem_do_wdata_reg/CK,mem_wdata_reg[10]/D,0.336,9
count_instr_reg[3]/CK,count_instr_reg[16]/D,0.348,9
mem_do_wdata_reg/CK,mem_wdata_reg[11]/D,0.336,9
cpu_state_reg[0]/CK,cpuregs_reg[2][12]/D,0.397,11
instr_jal_reg/CK,decoded_imm_reg[17]/D,0.347,6
cpu_state_reg[3]/CK,latched_rd_reg[3]/SE,0.287,4
cpu_state_reg[3]/CK,latched_rd_reg[2]/SE,0.287,4
cpu_state_reg[0]/CK,cpuregs_reg[14][12]/D,0.396,12
reg_pc_reg[12]/CK,cpuregs_reg[17][31]/D,0.415,13
latched_rd_reg[0]/CK,cpuregs_reg[16][16]/SE,0.336,9
cpu_state_reg[0]/CK,cpuregs_reg[10][12]/D,0.399,13
instr_jal_reg/CK,decoded_imm_reg[16]/D,0.346,6
instr_jal_reg/CK,decoded_imm_reg[18]/D,0.346,6
cpu_state_reg[0]/CK,cpuregs_reg[11][12]/D,0.396,13
reg_pc_reg[12]/CK,cpuregs_reg[26][31]/D,0.418,13
reg_pc_reg[12]/CK,cpuregs_reg[10][31]/D,0.414,13
latched_rd_reg[0]/CK,cpuregs_reg[16][15]/SE,0.336,9
reg_pc_reg[12]/CK,cpuregs_reg[10][30]/D,0.396,14
decoder_trigger_reg/CK,decoded_imm_reg[11]/D,0.33,5
reg_pc_reg[12]/CK,cpuregs_reg[18][31]/D,0.416,13
cpu_state_reg[6]/CK,cpuregs_reg[1][18]/SE,0.348,11
count_cycle_reg[18]/CK,count_cycle_reg[39]/D,0.316,9
reg_pc_reg[12]/CK,cpuregs_reg[19][16]/D,0.39,13
latched_rd_reg[0]/CK,cpuregs_reg[21][28]/D,0.393,13
reg_pc_reg[12]/CK,cpuregs_reg[14][31]/D,0.416,13
cpu_state_reg[6]/CK,cpuregs_reg[1][23]/SE,0.347,10
count_cycle_reg[18]/CK,count_cycle_reg[43]/D,0.318,9
count_cycle_reg[3]/CK,count_cycle_reg[19]/D,0.349,9
reg_pc_reg[12]/CK,cpuregs_reg[2][17]/D,0.413,14
instr_sub_reg/CK,alu_out_q_reg[3]/D,0.328,6
cpu_state_reg[0]/CK,cpuregs_reg[18][16]/D,0.402,12
reg_pc_reg[12]/CK,cpuregs_reg[19][31]/D,0.415,13
cpu_state_reg[0]/CK,cpuregs_reg[18][26]/D,0.403,12
mem_do_rinst_reg/CK,mem_valid_reg/D,0.339,11
reg_pc_reg[12]/CK,cpuregs_reg[15][17]/D,0.413,14
count_cycle_reg[3]/CK,count_cycle_reg[20]/D,0.342,9
count_cycle_reg[3]/CK,count_cycle_reg[24]/D,0.341,9
count_cycle_reg[18]/CK,count_cycle_reg[33]/D,0.315,9
mem_rdata_q_reg[26]/CK,is_slli_srli_srai_reg/D,0.313,6
reg_pc_reg[12]/CK,cpuregs_reg[13][17]/D,0.37,11
reg_pc_reg[12]/CK,cpuregs_reg[19][26]/D,0.389,12
reg_pc_reg[12]/CK,cpuregs_reg[8][31]/D,0.416,14
latched_rd_reg[0]/CK,cpuregs_reg[16][24]/SE,0.336,9
latched_rd_reg[0]/CK,cpuregs_reg[17][14]/SE,0.331,9
reg_pc_reg[12]/CK,cpuregs_reg[16][31]/D,0.416,14
count_cycle_reg[3]/CK,count_cycle_reg[16]/D,0.34,8
cpu_state_reg[0]/CK,cpuregs_reg[15][12]/D,0.391,12
reg_pc_reg[12]/CK,cpuregs_reg[8][17]/D,0.371,11
reg_pc_reg[12]/CK,cpuregs_reg[9][17]/D,0.37,11
reg_pc_reg[12]/CK,cpuregs_reg[9][31]/D,0.416,14
reg_pc_reg[12]/CK,cpuregs_reg[12][17]/D,0.37,11
reg_pc_reg[8]/CK,cpuregs_reg[8][11]/D,0.328,7
reg_pc_reg[12]/CK,cpuregs_reg[21][31]/D,0.416,14
reg_pc_reg[12]/CK,cpuregs_reg[21][16]/D,0.387,13
latched_rd_reg[0]/CK,cpuregs_reg[17][16]/SE,0.33,9
reg_pc_reg[12]/CK,cpuregs_reg[20][31]/D,0.416,14
reg_pc_reg[12]/CK,cpuregs_reg[10][17]/D,0.413,14
reg_pc_reg[12]/CK,cpuregs_reg[7][17]/D,0.415,14
decoder_trigger_reg/CK,decoded_imm_reg[13]/D,0.325,8
reg_pc_reg[12]/CK,cpuregs_reg[14][17]/D,0.415,14
reg_pc_reg[12]/CK,cpuregs_reg[17][28]/D,0.411,12
count_instr_reg[3]/CK,count_instr_reg[5]/D,0.327,7
decoder_trigger_reg/CK,instr_srl_reg/D,0.325,5
decoder_trigger_reg/CK,instr_addi_reg/D,0.32,6
cpu_state_reg[0]/CK,cpuregs_reg[13][30]/D,0.415,11
decoder_trigger_reg/CK,instr_sltiu_reg/D,0.319,6
count_cycle_reg[3]/CK,count_cycle_reg[15]/D,0.331,7
count_cycle_reg[3]/CK,count_cycle_reg[18]/D,0.342,9
decoder_trigger_reg/CK,instr_bne_reg/D,0.319,6
decoder_trigger_reg/CK,instr_beq_reg/D,0.319,6
mem_do_rinst_reg/CK,mem_addr_reg[26]/SE,0.311,10
decoder_trigger_reg/CK,instr_sll_reg/D,0.323,5
latched_rd_reg[0]/CK,cpuregs_reg[20][29]/D,0.411,12
latched_rd_reg[0]/CK,cpuregs_reg[9][17]/SE,0.359,10
decoder_trigger_reg/CK,instr_slti_reg/D,0.317,6
mem_valid_reg/CK,mem_state_reg[1]/D,0.32,6
latched_rd_reg[0]/CK,cpuregs_reg[11][31]/D,0.405,13
mem_do_rinst_reg/CK,mem_addr_reg[20]/SE,0.311,10
latched_rd_reg[0]/CK,cpuregs_reg[20][30]/D,0.41,12
decoder_trigger_reg/CK,instr_srai_reg/SE,0.265,4
count_cycle_reg[3]/CK,count_cycle_reg[14]/D,0.326,7
cpu_state_reg[6]/CK,count_instr_reg[7]/D,0.316,9
cpu_state_reg[6]/CK,count_instr_reg[0]/D,0.315,9
latched_rd_reg[0]/CK,cpuregs_reg[17][22]/SE,0.327,9
mem_do_rinst_reg/CK,mem_addr_reg[13]/SE,0.309,10
cpu_state_reg[0]/CK,cpuregs_reg[3][31]/D,0.406,13
cpu_state_reg[6]/CK,count_instr_reg[8]/D,0.314,9
cpu_state_reg[6]/CK,count_instr_reg[6]/D,0.314,9
latched_rd_reg[0]/CK,cpuregs_reg[9][10]/SE,0.322,9
mem_do_rinst_reg/CK,mem_addr_reg[27]/SE,0.308,10
decoder_trigger_reg/CK,decoded_imm_reg[3]/D,0.321,7
decoder_trigger_reg/CK,decoded_imm_reg[14]/D,0.322,5
mem_do_rinst_reg/CK,mem_addr_reg[10]/SE,0.309,10
count_cycle_reg[3]/CK,count_cycle_reg[11]/D,0.325,7
reg_pc_reg[12]/CK,cpuregs_reg[5][30]/D,0.397,13
latched_rd_reg[0]/CK,cpuregs_reg[8][17]/SE,0.353,9
reg_pc_reg[12]/CK,cpuregs_reg[4][30]/D,0.397,13
reg_pc_reg[12]/CK,cpuregs_reg[1][30]/D,0.397,13
count_cycle_reg[3]/CK,count_cycle_reg[13]/D,0.323,7
decoder_trigger_reg/CK,decoded_imm_reg[4]/D,0.317,7
mem_do_wdata_reg/CK,mem_wdata_reg[4]/SE,0.261,6
mem_do_wdata_reg/CK,mem_wdata_reg[5]/SE,0.26,6
mem_do_wdata_reg/CK,mem_wdata_reg[2]/SE,0.26,6
mem_do_wdata_reg/CK,mem_wdata_reg[3]/SE,0.26,6
mem_do_wdata_reg/CK,mem_wdata_reg[1]/SE,0.26,6
decoder_trigger_reg/CK,decoded_imm_reg[2]/D,0.318,5
mem_do_wdata_reg/CK,mem_wdata_reg[6]/SE,0.26,6
mem_do_wdata_reg/CK,mem_wdata_reg[0]/SE,0.26,6
decoder_trigger_reg/CK,decoded_imm_reg[12]/D,0.319,5
latched_rd_reg[0]/CK,cpuregs_reg[5][23]/SE,0.325,9
reg_pc_reg[12]/CK,cpuregs_reg[19][30]/D,0.405,14
latched_stalu_reg/CK,reg_pc_reg[31]/D,0.32,9
cpu_state_reg[6]/CK,reg_pc_reg[9]/D,0.313,6
decoder_trigger_reg/CK,decoded_imm_reg[9]/D,0.31,7
reg_pc_reg[12]/CK,cpuregs_reg[8][29]/D,0.401,13
reg_pc_reg[12]/CK,cpuregs_reg[16][29]/D,0.401,13
reg_pc_reg[12]/CK,cpuregs_reg[21][29]/D,0.403,13
count_cycle_reg[3]/CK,count_cycle_reg[8]/D,0.313,6
mem_rdata_q_reg[26]/CK,instr_srli_reg/D,0.301,6
mem_rdata_q_reg[26]/CK,instr_slli_reg/D,0.301,6
decoder_trigger_reg/CK,decoded_imm_reg[1]/D,0.317,7
reg_pc_reg[12]/CK,cpuregs_reg[17][29]/D,0.401,13
reg_pc_reg[12]/CK,cpuregs_reg[16][30]/D,0.397,13
decoder_trigger_reg/CK,decoded_imm_reg[8]/D,0.309,7
mem_valid_reg/CK,mem_rdata_q_reg[5]/SE,0.248,4
mem_valid_reg/CK,mem_rdata_q_reg[4]/SE,0.248,4
mem_valid_reg/CK,mem_rdata_q_reg[6]/SE,0.248,4
decoder_trigger_reg/CK,decoded_imm_reg[10]/D,0.312,7
cpu_state_reg[6]/CK,mem_do_prefetch_reg/D,0.31,7
reg_pc_reg[12]/CK,cpuregs_reg[21][30]/D,0.397,13
count_cycle_reg[3]/CK,count_cycle_reg[12]/D,0.315,7
count_cycle_reg[3]/CK,count_cycle_reg[10]/D,0.316,7
mem_valid_reg/CK,mem_rdata_q_reg[3]/SE,0.248,4
mem_valid_reg/CK,mem_rdata_q_reg[2]/SE,0.248,4
latched_rd_reg[0]/CK,cpuregs_reg[12][17]/SE,0.343,9
reg_pc_reg[12]/CK,cpuregs_reg[2][30]/D,0.396,14
decoder_trigger_reg/CK,decoded_imm_reg[6]/D,0.309,7
decoder_trigger_reg/CK,decoded_imm_reg[5]/D,0.309,7
decoder_trigger_reg/CK,decoded_imm_reg[0]/D,0.311,7
decoder_trigger_reg/CK,decoded_imm_reg[7]/D,0.308,7
cpu_state_reg[3]/CK,latched_stalu_reg/D,0.301,5
mem_valid_reg/CK,mem_rdata_q_reg[0]/SE,0.247,4
mem_rdata_q_reg[14]/CK,instr_rdcycle_reg/D,0.31,6
mem_valid_reg/CK,mem_rdata_q_reg[1]/SE,0.247,4
count_cycle_reg[3]/CK,count_cycle_reg[5]/D,0.304,6
decoder_trigger_reg/CK,instr_sw_reg/SE,0.24,3
mem_valid_reg/CK,mem_do_rdata_reg/D,0.3,10
mem_rdata_q_reg[14]/CK,instr_rdinstr_reg/D,0.309,6
mem_valid_reg/CK,mem_rdata_q_reg[14]/SE,0.244,4
mem_valid_reg/CK,mem_rdata_q_reg[12]/SE,0.244,4
mem_valid_reg/CK,mem_rdata_q_reg[13]/SE,0.244,4
decoder_trigger_reg/CK,instr_lw_reg/SE,0.239,3
decoder_trigger_reg/CK,instr_lbu_reg/SE,0.239,3
mem_valid_reg/CK,mem_rdata_q_reg[29]/D,0.305,5
cpu_state_reg[0]/CK,cpuregs_reg[23][31]/D,0.394,12
decoder_trigger_reg/CK,instr_sb_reg/SE,0.239,3
decoder_trigger_reg/CK,instr_lb_reg/SE,0.239,3
decoder_trigger_reg/CK,instr_sh_reg/SE,0.238,3
decoder_trigger_reg/CK,instr_lh_reg/SE,0.237,3
decoder_trigger_reg/CK,instr_lhu_reg/SE,0.237,3
latched_stalu_reg/CK,reg_pc_reg[6]/D,0.297,9
latched_stalu_reg/CK,reg_pc_reg[3]/D,0.302,10
mem_rdata_q_reg[12]/CK,instr_lb_reg/D,0.261,5
mem_rdata_q_reg[12]/CK,instr_sb_reg/D,0.262,5
mem_valid_reg/CK,mem_do_wdata_reg/D,0.289,10
mem_do_rinst_reg/CK,mem_instr_reg/SI,0.228,6
latched_stalu_reg/CK,reg_pc_reg[7]/D,0.295,10
latched_stalu_reg/CK,reg_pc_reg[5]/D,0.292,10
mem_rdata_q_reg[12]/CK,instr_lh_reg/D,0.25,4
mem_rdata_q_reg[12]/CK,instr_lhu_reg/D,0.249,4
decoder_trigger_reg/CK,is_jalr_addi_slti_sltiu_xori_ori_andi_reg/D,0.277,4
mem_rdata_q_reg[12]/CK,instr_sh_reg/D,0.248,4
mem_valid_reg/CK,decoder_pseudo_trigger_reg/D,0.277,7
latched_stalu_reg/CK,reg_pc_reg[1]/D,0.29,10
latched_stalu_reg/CK,reg_pc_reg[4]/D,0.279,10
count_cycle_reg[3]/CK,count_cycle_reg[7]/D,0.28,6
decoder_trigger_reg/CK,is_lui_auipc_jal_jalr_addi_add_sub_reg/D,0.281,5
mem_rdata_q_reg[14]/CK,instr_sw_reg/D,0.226,3
latched_stalu_reg/CK,reg_pc_reg[2]/D,0.283,8
mem_rdata_q_reg[14]/CK,instr_lw_reg/D,0.225,3
count_cycle_reg[3]/CK,count_cycle_reg[4]/D,0.272,5
count_cycle_reg[3]/CK,count_cycle_reg[6]/D,0.273,6
cpu_state_reg[6]/CK,latched_rd_reg[0]/SI,0.221,5
cpu_state_reg[6]/CK,latched_rd_reg[2]/SI,0.221,5
cpu_state_reg[6]/CK,latched_rd_reg[4]/SI,0.219,5
cpu_state_reg[6]/CK,latched_rd_reg[1]/SI,0.219,5
cpu_state_reg[6]/CK,latched_rd_reg[3]/SI,0.221,5
mem_rdata_q_reg[12]/CK,instr_lbu_reg/D,0.232,4
decoder_trigger_reg/CK,is_sll_srl_sra_reg/SE,0.209,3
count_cycle_reg[1]/CK,count_cycle_reg[3]/D,0.263,4
count_cycle_reg[0]/CK,count_cycle_reg[1]/D,0.231,3
reg_op2_reg[2]/CK,mem_wdata_reg[2]/D,0.204,2
reg_op2_reg[1]/CK,mem_wdata_reg[1]/D,0.197,3
reg_op2_reg[4]/CK,mem_wdata_reg[4]/D,0.173,3
count_cycle_reg[1]/CK,count_cycle_reg[2]/D,0.233,3
reg_op2_reg[5]/CK,mem_wdata_reg[5]/D,0.18,3
reg_op2_reg[3]/CK,mem_wdata_reg[3]/D,0.164,2
reg_op2_reg[7]/CK,mem_wdata_reg[7]/D,0.161,2
instr_blt_reg/CK,is_slti_blt_slt_reg/D,0.187,3
cpuregs_reg[17][22]/CK,cpuregs_reg[17][22]/SI,0.124,0
mem_rdata_q_reg[12]/CK,mem_rdata_q_reg[12]/SI,0.123,0
cpuregs_reg[17][18]/CK,cpuregs_reg[17][18]/SI,0.119,0
instr_sltu_reg/CK,is_sltiu_bltu_sltu_reg/D,0.176,3
cpuregs_reg[16][18]/CK,cpuregs_reg[16][18]/SI,0.119,0
cpuregs_reg[13][19]/CK,cpuregs_reg[13][19]/SI,0.118,0
cpuregs_reg[9][20]/CK,cpuregs_reg[9][20]/SI,0.118,0
mem_rdata_q_reg[14]/CK,mem_rdata_q_reg[14]/SI,0.111,0
cpuregs_reg[5][20]/CK,cpuregs_reg[5][20]/SI,0.118,0
cpuregs_reg[13][20]/CK,cpuregs_reg[13][20]/SI,0.118,0
cpuregs_reg[8][19]/CK,cpuregs_reg[8][19]/SI,0.118,0
cpuregs_reg[17][21]/CK,cpuregs_reg[17][21]/SI,0.117,0
cpuregs_reg[9][21]/CK,cpuregs_reg[9][21]/SI,0.116,0
cpuregs_reg[5][19]/CK,cpuregs_reg[5][19]/SI,0.116,0
cpuregs_reg[4][20]/CK,cpuregs_reg[4][20]/SI,0.116,0
cpuregs_reg[1][19]/CK,cpuregs_reg[1][19]/SI,0.116,0
cpuregs_reg[5][22]/CK,cpuregs_reg[5][22]/SI,0.116,0
cpuregs_reg[9][19]/CK,cpuregs_reg[9][19]/SI,0.115,0
cpuregs_reg[17][19]/CK,cpuregs_reg[17][19]/SI,0.115,0
cpuregs_reg[17][23]/CK,cpuregs_reg[17][23]/SI,0.115,0
cpuregs_reg[16][19]/CK,cpuregs_reg[16][19]/SI,0.114,0
cpuregs_reg[16][21]/CK,cpuregs_reg[16][21]/SI,0.114,0
cpuregs_reg[16][23]/CK,cpuregs_reg[16][23]/SI,0.114,0
cpuregs_reg[16][22]/CK,cpuregs_reg[16][22]/SI,0.114,0
reg_op2_reg[6]/CK,mem_wdata_reg[6]/D,0.129,1
cpuregs_reg[17][17]/CK,cpuregs_reg[17][17]/SI,0.112,0
cpuregs_reg[9][23]/CK,cpuregs_reg[9][23]/SI,0.112,0
cpuregs_reg[8][18]/CK,cpuregs_reg[8][18]/SI,0.112,0
cpuregs_reg[12][23]/CK,cpuregs_reg[12][23]/SI,0.112,0
cpuregs_reg[13][17]/CK,cpuregs_reg[13][17]/SI,0.112,0
cpuregs_reg[16][20]/CK,cpuregs_reg[16][20]/SI,0.112,0
cpuregs_reg[12][19]/CK,cpuregs_reg[12][19]/SI,0.112,0
cpuregs_reg[1][20]/CK,cpuregs_reg[1][20]/SI,0.111,0
cpuregs_reg[12][20]/CK,cpuregs_reg[12][20]/SI,0.111,0
cpuregs_reg[17][20]/CK,cpuregs_reg[17][20]/SI,0.111,0
cpuregs_reg[12][17]/CK,cpuregs_reg[12][17]/SI,0.112,0
cpuregs_reg[8][23]/CK,cpuregs_reg[8][23]/SI,0.111,0
cpuregs_reg[9][17]/CK,cpuregs_reg[9][17]/SI,0.112,0
cpuregs_reg[5][23]/CK,cpuregs_reg[5][23]/SI,0.111,0
cpuregs_reg[13][18]/CK,cpuregs_reg[13][18]/SI,0.112,0
cpuregs_reg[17][6]/CK,cpuregs_reg[17][6]/SI,0.103,0
cpuregs_reg[13][23]/CK,cpuregs_reg[13][23]/SI,0.111,0
cpuregs_reg[16][17]/CK,cpuregs_reg[16][17]/SI,0.111,0
cpuregs_reg[5][18]/CK,cpuregs_reg[5][18]/SI,0.111,0
cpuregs_reg[4][18]/CK,cpuregs_reg[4][18]/SI,0.111,0
cpuregs_reg[9][18]/CK,cpuregs_reg[9][18]/SI,0.111,0
cpuregs_reg[8][17]/CK,cpuregs_reg[8][17]/SI,0.111,0
cpuregs_reg[1][17]/CK,cpuregs_reg[1][17]/SI,0.111,0
cpuregs_reg[13][24]/CK,cpuregs_reg[13][24]/SI,0.111,0
cpuregs_reg[13][21]/CK,cpuregs_reg[13][21]/SI,0.109,0
cpuregs_reg[12][18]/CK,cpuregs_reg[12][18]/SI,0.109,0
cpuregs_reg[1][21]/CK,cpuregs_reg[1][21]/SI,0.108,0
cpuregs_reg[8][20]/CK,cpuregs_reg[8][20]/SI,0.108,0
cpuregs_reg[9][22]/CK,cpuregs_reg[9][22]/SI,0.108,0
count_cycle_reg[0]/CK,count_cycle_reg[0]/D,0.161,1
cpuregs_reg[1][23]/CK,cpuregs_reg[1][23]/SI,0.108,0
cpuregs_reg[5][17]/CK,cpuregs_reg[5][17]/SI,0.108,0
mem_rdata_q_reg[27]/CK,mem_rdata_q_reg[27]/SI,0.103,0
cpuregs_reg[5][21]/CK,cpuregs_reg[5][21]/SI,0.108,0
cpuregs_reg[4][22]/CK,cpuregs_reg[4][22]/SI,0.108,0
cpuregs_reg[13][22]/CK,cpuregs_reg[13][22]/SI,0.108,0
cpuregs_reg[4][21]/CK,cpuregs_reg[4][21]/SI,0.108,0
cpuregs_reg[1][22]/CK,cpuregs_reg[1][22]/SI,0.108,0
cpuregs_reg[13][5]/CK,cpuregs_reg[13][5]/SI,0.099,0
cpuregs_reg[17][8]/CK,cpuregs_reg[17][8]/SI,0.099,0
reg_op2_reg[0]/CK,mem_wdata_reg[0]/D,0.117,1
instr_jal_reg/CK,is_lui_auipc_jal_reg/D,0.167,3
cpuregs_reg[12][21]/CK,cpuregs_reg[12][21]/SI,0.105,0
cpuregs_reg[8][21]/CK,cpuregs_reg[8][21]/SI,0.105,0
